Region,Country,Item Type,Order Priority,Order Date,Ship Date,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Profit Margin per Product,Processing Time,Processing Time (days),Order Year,Sales Channel
Europe,Romania,Fruits,H,2016-10-27,2016-12-03,9.33,6.92,59814.63,44364.12,15450.51,2.41,37 days,37,2016,Online
Europe,Georgia,Fruits,L,2012-10-28,2012-12-11,9.33,6.92,7977.15,5916.6,2060.55,2.41,44 days,44,2012,Offline
Europe,Croatia,Household,M,2013-10-28,2013-11-11,668.27,502.54,3513763.66,2642355.32,871408.34,165.72999999999996,14 days,14,2013,Online
Europe,Slovenia,Baby Food,L,2016-10-28,2016-12-02,255.28,159.42,124066.08,77478.12,46587.96,95.86,35 days,35,2016,Offline
Europe,Latvia,Personal Care,C,2011-10-29,2011-11-13,81.73,56.67,713666.36,494842.44,218823.92,25.06,15 days,15,2011,Online
Europe,Slovenia,Cosmetics,H,2013-10-29,2013-11-07,437.2,263.33,3332775.6,2007364.59,1325411.01,173.87,9 days,9,2013,Offline
Europe,Slovakia,Beverages,M,2014-10-29,2014-12-01,47.45,31.79,414855.35,277939.97,136915.38,15.660000000000004,33 days,33,2014,Online
Europe,San Marino,Clothes,C,2011-10-30,2011-11-30,109.28,35.84,775669.44,254392.32,521277.12,73.44,31 days,31,2011,Offline
Europe,Iceland,Snacks,L,2012-10-30,2012-11-18,152.58,97.44,1287927.78,822491.04,465436.74,55.140000000000015,19 days,19,2012,Online
Europe,Bulgaria,Office Supplies,L,2010-10-31,2010-11-29,651.21,524.96,4080481.86,3289399.36,791082.5,126.25,29 days,29,2010,Offline
Europe,Serbia,Vegetables,L,2013-10-31,2013-12-14,154.06,90.93,1364047.24,805094.22,558953.02,63.13,44 days,44,2013,Online
Europe,Luxembourg,Office Supplies,H,2014-10-31,2014-12-02,651.21,524.96,3009892.62,2426365.12,583527.5,126.25,32 days,32,2014,Offline
Europe,Greece,Fruits,L,2015-10-31,2015-11-18,9.33,6.92,23539.59,17459.16,6080.43,2.41,18 days,18,2015,Online
Europe,Netherlands,Personal Care,C,2013-11-13,2013-11-24,81.73,56.67,95869.29,66473.91,29395.38,25.06,11 days,11,2013,Offline
Europe,United Kingdom,Clothes,M,2016-11-13,2016-11-24,109.28,35.84,13441.44,4408.32,9033.12,73.44,11 days,11,2016,Online
Europe,Italy,Personal Care,L,2012-11-14,2012-11-18,81.73,56.67,571537.89,396293.31,175244.58,25.06,4 days,4,2012,Offline
Europe,Ukraine,Office Supplies,C,2012-11-14,2012-12-08,651.21,524.96,4784439.87,3856881.12,927558.75,126.25,24 days,24,2012,Online
Europe,Belgium,Cereal,L,2012-11-14,2012-12-26,205.7,117.11,762118.5,433892.55,328225.95,88.58999999999999,42 days,42,2012,Offline
Europe,Austria,Beverages,H,2016-11-14,2016-12-13,47.45,31.79,439814.05,294661.51,145152.54,15.660000000000004,29 days,29,2016,Online
Europe,Montenegro,Personal Care,L,2016-11-14,2016-12-30,81.73,56.67,302319.27,209622.33,92696.94,25.06,46 days,46,2016,Offline
Europe,Spain,Meat,M,2013-11-15,2013-12-04,421.89,364.69,3938765.04,3404745.84,534019.2,57.19999999999999,19 days,19,2013,Online
Europe,Andorra,Household,H,2016-11-15,2016-12-16,668.27,502.54,2905637.96,2185043.92,720594.04,165.72999999999996,31 days,31,2016,Offline
Europe,Norway,Snacks,H,2016-11-15,2016-12-29,152.58,97.44,85749.96,54761.28,30988.68,55.140000000000015,44 days,44,2016,Online
Europe,Ireland,Vegetables,C,2010-11-16,2010-12-11,154.06,90.93,513173.86,302887.83,210286.03,63.13,25 days,25,2010,Offline
Europe,Romania,Clothes,H,2015-11-16,2015-11-20,109.28,35.84,649560.32,213032.96,436527.36,73.44,4 days,4,2015,Online
Europe,Monaco,Clothes,H,2016-11-16,2016-11-25,109.28,35.84,960571.2,315033.6,645537.6,73.44,9 days,9,2016,Offline
Europe,Italy,Fruits,L,2016-11-17,2016-11-26,9.33,6.92,66728.16,49491.84,17236.32,2.41,9 days,9,2016,Online
Europe,Serbia,Snacks,C,2013-11-18,2013-11-30,152.58,97.44,1264583.04,807582.72,457000.32,55.140000000000015,12 days,12,2013,Offline
Europe,Montenegro,Clothes,M,2011-11-19,2011-12-04,109.28,35.84,824736.16,270484.48,554251.68,73.44,15 days,15,2011,Online
Europe,Kosovo,Meat,M,2012-11-19,2012-12-17,421.89,364.69,3779712.51,3267257.71,512454.8,57.19999999999999,28 days,28,2012,Offline
Europe,Portugal,Meat,H,2011-11-21,2011-12-10,421.89,364.69,3794478.66,3280021.86,514456.8,57.19999999999999,19 days,19,2011,Online
Europe,Macedonia,Baby Food,M,2015-11-21,2015-11-23,255.28,159.42,2001395.2,1249852.8,751542.4,95.86,2 days,2,2015,Offline
Europe,Malta,Fruits,C,2016-11-21,2016-12-18,9.33,6.92,75712.95,56155.8,19557.15,2.41,27 days,27,2016,Online
Europe,Denmark,Beverages,L,2016-11-21,2017-01-04,47.45,31.79,412198.15,276159.73,136038.42,15.660000000000004,44 days,44,2016,Offline
Europe,Belgium,Snacks,M,2010-11-22,2010-12-23,152.58,97.44,1300591.92,830578.56,470013.36,55.140000000000015,31 days,31,2010,Online
Europe,Belgium,Cereal,H,2014-11-22,2014-12-15,205.7,117.11,1383949.6,787916.08,596033.52,88.58999999999999,23 days,23,2014,Offline
Europe,Slovenia,Personal Care,M,2014-11-23,2014-12-21,81.73,56.67,357650.48,247987.92,109662.56,25.06,28 days,28,2014,Online
Europe,Czech Republic,Fruits,M,2014-11-24,2014-11-27,9.33,6.92,64899.48,48135.52,16763.96,2.41,3 days,3,2014,Offline
Europe,Montenegro,Household,L,2010-11-25,2010-12-12,668.27,502.54,2320901.71,1745321.42,575580.29,165.72999999999996,17 days,17,2010,Online
Europe,Andorra,Beverages,H,2012-11-25,2012-11-28,47.45,31.79,278341.7,186480.14,91861.56,15.660000000000004,3 days,3,2012,Offline
Europe,Bosnia and Herzegovina,Vegetables,M,2013-11-25,2013-12-16,154.06,90.93,867819.98,512208.69,355611.29,63.13,21 days,21,2013,Online
Europe,Latvia,Meat,L,2014-11-25,2014-11-28,421.89,364.69,1945334.79,1681585.59,263749.2,57.19999999999999,3 days,3,2014,Offline
Europe,Kosovo,Household,M,2015-11-25,2016-01-02,668.27,502.54,2540094.27,1910154.54,629939.73,165.72999999999996,38 days,38,2015,Online
Europe,Denmark,Meat,C,2011-11-26,2011-12-19,421.89,364.69,255665.34,221002.14,34663.2,57.19999999999999,23 days,23,2011,Offline
Europe,Liechtenstein,Baby Food,M,2013-11-26,2014-01-02,255.28,159.42,309399.36,193217.04,116182.32,95.86,37 days,37,2013,Online
Europe,Germany,Beverages,L,2015-11-26,2015-12-20,47.45,31.79,45362.2,30391.24,14970.96,15.660000000000004,24 days,24,2015,Offline
Europe,Malta,Cosmetics,C,2015-11-26,2015-12-25,437.2,263.33,917245.6,552466.34,364779.26,173.87,29 days,29,2015,Online
Europe,Cyprus,Fruits,L,2011-11-27,2011-12-23,9.33,6.92,53041.05,39340.2,13700.85,2.41,26 days,26,2011,Offline
Europe,Slovakia,Cosmetics,M,2011-11-27,2012-01-07,437.2,263.33,2201739.2,1326129.88,875609.32,173.87,41 days,41,2011,Online
Europe,Latvia,Beverages,C,2013-11-27,2013-12-11,47.45,31.79,224106.35,150144.17,73962.18,15.660000000000004,14 days,14,2013,Offline
Europe,Germany,Baby Food,H,2013-11-27,2014-01-13,255.28,159.42,1951360.32,1218606.48,732753.84,95.86,47 days,47,2013,Online
Europe,Poland,Office Supplies,M,2015-11-27,2015-12-29,651.21,524.96,5740416.15,4627522.4,1112893.75,126.25,32 days,32,2015,Offline
Europe,Vatican City,Office Supplies,L,2016-11-27,2016-11-28,651.21,524.96,1407916.02,1134963.52,272952.5,126.25,1 days,1,2016,Online
Europe,Bosnia and Herzegovina,Vegetables,H,2016-11-27,2016-12-02,154.06,90.93,1256975.54,741897.87,515077.67,63.13,5 days,5,2016,Offline
Europe,Macedonia,Cereal,L,2010-11-28,2011-01-11,205.7,117.11,352364.1,200609.43,151754.67,88.58999999999999,44 days,44,2010,Online
Europe,Liechtenstein,Vegetables,L,2011-11-28,2011-12-10,154.06,90.93,29579.52,17458.56,12120.96,63.13,12 days,12,2011,Offline
Europe,France,Meat,L,2015-11-28,2015-12-17,421.89,364.69,108425.73,93725.33,14700.4,57.19999999999999,19 days,19,2015,Online
Europe,Estonia,Beverages,M,2016-11-28,2017-01-09,47.45,31.79,48731.15,32648.33,16082.82,15.660000000000004,42 days,42,2016,Offline
Europe,Spain,Meat,C,2011-11-29,2011-12-17,421.89,364.69,3248974.89,2808477.69,440497.2,57.19999999999999,18 days,18,2011,Online
Europe,Finland,Office Supplies,H,2011-11-29,2012-01-09,651.21,524.96,3386943.21,2730316.96,656626.25,126.25,41 days,41,2011,Offline
Europe,Armenia,Fruits,C,2014-11-29,2014-12-14,9.33,6.92,85966.62,63760.88,22205.74,2.41,15 days,15,2014,Online
Europe,Switzerland,Fruits,L,2015-11-29,2015-12-09,9.33,6.92,29090.94,21576.56,7514.38,2.41,10 days,10,2015,Offline
Europe,Russia,Snacks,L,2015-11-29,2015-12-03,152.58,97.44,923414.16,589706.88,333707.28,55.140000000000015,4 days,4,2015,Online
Europe,Serbia,Beverages,H,2016-11-29,2016-11-29,47.45,31.79,117011.7,78394.14,38617.56,15.660000000000004,0 days,0,2016,Offline
Europe,Belarus,Household,M,2013-11-30,2013-12-14,668.27,502.54,4361130.02,3279576.04,1081553.98,165.72999999999996,14 days,14,2013,Online
Europe,Denmark,Cereal,C,2015-11-30,2016-01-18,205.7,117.11,1819827.9,1036072.17,783755.73,88.58999999999999,49 days,49,2015,Offline
Europe,Georgia,Cereal,H,2016-11-30,2016-12-11,205.7,117.11,1228440.4,699380.92,529059.48,88.58999999999999,11 days,11,2016,Online
Europe,Italy,Snacks,M,2010-12-14,2011-01-01,152.58,97.44,85139.64,54371.52,30768.12,55.140000000000015,18 days,18,2010,Offline
Europe,Georgia,Cereal,M,2010-12-14,2011-01-08,205.7,117.11,393092.7,223797.21,169295.49,88.58999999999999,25 days,25,2010,Online
Europe,Malta,Cosmetics,H,2012-12-14,2013-01-06,437.2,263.33,3942669.6,2374709.94,1567959.66,173.87,23 days,23,2012,Offline
Europe,United Kingdom,Cosmetics,M,2012-12-14,2013-01-04,437.2,263.33,3850420.4,2319147.31,1531273.09,173.87,21 days,21,2012,Online
Europe,Macedonia,Meat,C,2013-12-14,2013-12-30,421.89,364.69,2500963.92,2161882.32,339081.6,57.19999999999999,16 days,16,2013,Offline
Europe,Ukraine,Cereal,H,2015-12-14,2016-01-14,205.7,117.11,197266.3,112308.49,84957.81,88.58999999999999,31 days,31,2015,Online
Europe,Kosovo,Baby Food,L,2016-12-14,2016-12-18,255.28,159.42,1206963.84,753737.76,453226.08,95.86,4 days,4,2016,Offline
Europe,Latvia,Meat,M,2011-12-15,2011-12-18,421.89,364.69,3755664.78,3246470.38,509194.4,57.19999999999999,3 days,3,2011,Online
Europe,Belarus,Cereal,L,2012-12-15,2012-12-17,205.7,117.11,1710395.5,973769.65,736625.85,88.58999999999999,2 days,2,2012,Offline
Europe,Andorra,Vegetables,L,2013-12-15,2014-02-03,154.06,90.93,100601.18,59377.29,41223.89,63.13,50 days,50,2013,Online
Europe,Lithuania,Office Supplies,C,2016-12-15,2017-01-11,651.21,524.96,14326.62,11549.12,2777.5,126.25,27 days,27,2016,Offline
Europe,Ireland,Office Supplies,H,2016-12-15,2017-01-10,651.21,524.96,3644822.37,2938201.12,706621.25,126.25,26 days,26,2016,Online
Europe,Spain,Vegetables,C,2010-12-16,2011-01-02,154.06,90.93,1463724.06,863925.93,599798.13,63.13,17 days,17,2010,Offline
Europe,Macedonia,Beverages,M,2015-12-17,2015-12-22,47.45,31.79,56655.3,37957.26,18698.04,15.660000000000004,5 days,5,2015,Online
Europe,Latvia,Household,C,2010-12-18,2010-12-25,668.27,502.54,2161853.45,1625716.9,536136.55,165.72999999999996,7 days,7,2010,Offline
Europe,Luxembourg,Meat,M,2010-12-18,2011-01-26,421.89,364.69,1964741.73,1698361.33,266380.4,57.19999999999999,39 days,39,2010,Online
Europe,Kosovo,Vegetables,C,2012-12-18,2012-12-21,154.06,90.93,360038.22,212503.41,147534.81,63.13,3 days,3,2012,Offline
Europe,Luxembourg,Cereal,M,2012-12-18,2012-12-24,205.7,117.11,378899.4,215716.62,163182.78,88.58999999999999,6 days,6,2012,Online
Europe,Estonia,Clothes,C,2016-12-18,2017-01-05,109.28,35.84,13441.44,4408.32,9033.12,73.44,18 days,18,2016,Offline
Europe,Bulgaria,Baby Food,H,2014-12-19,2015-01-31,255.28,159.42,698446.08,436173.12,262272.96,95.86,43 days,43,2014,Online
Europe,Albania,Household,L,2010-12-20,2010-12-24,668.27,502.54,3698206.18,2781056.36,917149.82,165.72999999999996,4 days,4,2010,Offline
Europe,Russia,Meat,M,2010-12-20,2011-01-31,421.89,364.69,3118610.88,2695788.48,422822.4,57.19999999999999,42 days,42,2010,Online
Europe,Serbia,Beverages,M,2011-12-20,2012-01-08,47.45,31.79,380359.2,254828.64,125530.56,15.660000000000004,19 days,19,2011,Offline
Europe,Norway,Fruits,M,2011-12-20,2011-12-24,9.33,6.92,30126.57,22344.68,7781.89,2.41,4 days,4,2011,Online
Europe,Iceland,Snacks,L,2016-12-20,2017-02-02,152.58,97.44,750998.76,479599.68,271399.08,55.140000000000015,44 days,44,2016,Offline
Europe,Croatia,Meat,M,2010-12-21,2011-02-02,421.89,364.69,3692803.17,3192131.57,500671.6,57.19999999999999,43 days,43,2010,Online
Europe,Serbia,Meat,C,2011-12-21,2011-12-29,421.89,364.69,4196117.94,3627206.74,568911.2,57.19999999999999,8 days,8,2011,Offline
Europe,Finland,Office Supplies,H,2011-12-21,2012-01-10,651.21,524.96,4290822.69,3458961.44,831861.25,126.25,20 days,20,2011,Online
Europe,Romania,Personal Care,M,2012-12-21,2012-12-24,81.73,56.67,158147.55,109656.45,48491.1,25.06,3 days,3,2012,Offline
Europe,Cyprus,Personal Care,M,2014-12-21,2015-01-13,81.73,56.67,470029.23,325909.17,144120.06,25.06,23 days,23,2014,Online
Europe,Belgium,Beverages,L,2016-12-21,2017-01-22,47.45,31.79,37438.05,25082.31,12355.74,15.660000000000004,32 days,32,2016,Offline
Europe,Romania,Meat,L,2012-12-22,2013-01-17,421.89,364.69,7172.13,6199.73,972.4,57.19999999999999,26 days,26,2012,Online
Europe,Norway,Beverages,L,2012-12-22,2013-02-07,47.45,31.79,424392.8,284329.76,140063.04,15.660000000000004,47 days,47,2012,Offline
Europe,Malta,Baby Food,C,2012-12-23,2013-01-17,255.28,159.42,2138991.12,1335780.18,803210.94,95.86,25 days,25,2012,Online
Europe,Serbia,Beverages,C,2012-12-23,2013-02-09,47.45,31.79,252054.4,168868.48,83185.92,15.660000000000004,48 days,48,2012,Offline
Europe,United Kingdom,Personal Care,H,2013-12-23,2014-01-04,81.73,56.67,817218.27,566643.33,250574.94,25.06,12 days,12,2013,Online
Europe,Belarus,Clothes,L,2014-12-23,2014-12-24,109.28,35.84,778947.84,255467.52,523480.32,73.44,1 days,1,2014,Offline
Europe,Austria,Clothes,M,2015-12-23,2015-12-30,109.28,35.84,268500.96,88058.88,180442.08,73.44,7 days,7,2015,Online
Europe,Italy,Household,C,2016-12-23,2017-01-24,668.27,502.54,3780403.39,2842868.78,937534.61,165.72999999999996,32 days,32,2016,Offline
Europe,Slovakia,Personal Care,C,2016-12-23,2017-02-07,81.73,56.67,503293.34,348973.86,154319.48,25.06,46 days,46,2016,Online
Europe,Russia,Baby Food,M,2011-12-24,2012-01-02,255.28,159.42,1689443.04,1055041.56,634401.48,95.86,9 days,9,2011,Offline
Europe,Bosnia and Herzegovina,Snacks,L,2012-12-24,2013-01-07,152.58,97.44,451331.64,288227.52,163104.12,55.140000000000015,14 days,14,2012,Online
Europe,Austria,Cereal,H,2015-12-24,2016-02-02,205.7,117.11,1770871.3,1008199.99,762671.31,88.58999999999999,40 days,40,2015,Offline
Europe,Montenegro,Household,H,2014-12-25,2014-12-31,668.27,502.54,2097031.26,1576970.52,520060.74,165.72999999999996,6 days,6,2014,Online
Europe,Slovakia,Vegetables,L,2015-12-25,2016-02-01,154.06,90.93,73794.74,43555.47,30239.27,63.13,38 days,38,2015,Offline
Europe,Macedonia,Cosmetics,C,2010-12-26,2011-01-22,437.2,263.33,379926.8,228833.77,151093.03,173.87,27 days,27,2010,Online
Europe,Belgium,Vegetables,C,2011-12-26,2011-12-29,154.06,90.93,768451.28,453558.84,314892.44,63.13,3 days,3,2011,Offline
Europe,Denmark,Cosmetics,M,2013-12-27,2013-12-30,437.2,263.33,1201862.8,723894.17,477968.63,173.87,3 days,3,2013,Online
Europe,Vatican City,Beverages,C,2015-12-27,2016-01-19,47.45,31.79,158862.6,106432.92,52429.68,15.660000000000004,23 days,23,2015,Offline
Europe,Belarus,Clothes,C,2016-12-27,2017-01-28,109.28,35.84,684748.48,224573.44,460175.04,73.44,32 days,32,2016,Online
Europe,Bosnia and Herzegovina,Household,C,2011-12-28,2012-02-02,668.27,502.54,2059608.14,1548828.28,510779.86,165.72999999999996,36 days,36,2011,Offline
Europe,Macedonia,Fruits,M,2010-12-30,2011-01-06,9.33,6.92,80368.62,59608.88,20759.74,2.41,7 days,7,2010,Online
Europe,Ireland,Snacks,L,2011-12-30,2011-12-31,152.58,97.44,220935.84,141093.12,79842.72,55.140000000000015,1 days,1,2011,Offline
Europe,Belarus,Vegetables,L,2012-12-31,2013-01-11,154.06,90.93,1245729.16,735259.98,510469.18,63.13,11 days,11,2012,Online
Europe,Luxembourg,Fruits,M,2016-12-31,2017-01-26,9.33,6.92,16075.59,11923.16,4152.43,2.41,26 days,26,2016,Offline
Europe,Luxembourg,Vegetables,L,2010-02-13,2010-04-01,154.06,90.93,1123251.46,662970.63,460280.83,63.13,47 days,47,2010,Online
Europe,Ukraine,Cereal,C,2011-02-13,2011-02-26,205.7,117.11,569994.7,324511.81,245482.89,88.58999999999999,13 days,13,2011,Offline
Europe,Vatican City,Household,C,2011-02-13,2011-03-28,668.27,502.54,2568829.88,1931763.76,637066.12,165.72999999999996,43 days,43,2011,Online
Europe,Vatican City,Beverages,H,2012-02-13,2012-02-14,47.45,31.79,69514.25,46572.35,22941.9,15.660000000000004,1 days,1,2012,Offline
Europe,Bosnia and Herzegovina,Household,C,2013-02-13,2013-03-11,668.27,502.54,3404835.65,2560441.3,844394.35,165.72999999999996,26 days,26,2013,Online
Europe,Iceland,Vegetables,C,2015-02-13,2015-02-26,154.06,90.93,337391.4,199136.7,138254.7,63.13,13 days,13,2015,Offline
Europe,Liechtenstein,Household,H,2017-02-13,2017-02-20,668.27,502.54,3587273.36,2697634.72,889638.64,165.72999999999996,7 days,7,2017,Online
Europe,Finland,Vegetables,L,2013-02-14,2013-03-21,154.06,90.93,686029.18,404911.29,281117.89,63.13,35 days,35,2013,Offline
Europe,San Marino,Baby Food,L,2011-02-15,2011-03-27,255.28,159.42,473799.68,295883.52,177916.16,95.86,40 days,40,2011,Online
Europe,Portugal,Clothes,H,2012-02-15,2012-04-03,109.28,35.84,247519.2,81177.6,166341.6,73.44,48 days,48,2012,Offline
Europe,Croatia,Cosmetics,M,2012-02-15,2012-02-19,437.2,263.33,2739932.4,1650289.11,1089643.29,173.87,4 days,4,2012,Online
Europe,Montenegro,Baby Food,C,2016-02-15,2016-03-21,255.28,159.42,157252.48,98202.72,59049.76,95.86,35 days,35,2016,Offline
Europe,Czech Republic,Office Supplies,M,2010-02-16,2010-04-03,651.21,524.96,3879257.97,3127186.72,752071.25,126.25,46 days,46,2010,Online
Europe,Ireland,Personal Care,M,2013-02-16,2013-03-27,81.73,56.67,254343.76,176357.04,77986.72,25.06,39 days,39,2013,Offline
Europe,Czech Republic,Cereal,H,2013-02-16,2013-04-01,205.7,117.11,1419947.1,808410.33,611536.77,88.58999999999999,44 days,44,2013,Online
Europe,Kosovo,Office Supplies,C,2015-02-16,2015-02-20,651.21,524.96,3397362.57,2738716.32,658646.25,126.25,4 days,4,2015,Offline
Europe,Bulgaria,Cereal,H,2011-02-17,2011-03-15,205.7,117.11,914953.6,520905.28,394048.32,88.58999999999999,26 days,26,2011,Online
Europe,Portugal,Office Supplies,C,2012-02-17,2012-03-05,651.21,524.96,6510146.37,5248025.12,1262121.25,126.25,17 days,17,2012,Offline
Europe,Moldova ,Personal Care,L,2014-02-17,2014-02-19,81.73,56.67,539826.65,374305.35,165521.3,25.06,2 days,2,2014,Online
Europe,Kosovo,Personal Care,L,2016-02-17,2016-03-22,81.73,56.67,75191.6,52136.4,23055.2,25.06,34 days,34,2016,Offline
Europe,Portugal,Household,H,2015-02-18,2015-02-22,668.27,502.54,1919939.71,1443797.42,476142.29,165.72999999999996,4 days,4,2015,Online
Europe,Iceland,Office Supplies,L,2015-02-18,2015-04-03,651.21,524.96,1222321.17,985349.92,236971.25,126.25,44 days,44,2015,Offline
Europe,Austria,Office Supplies,L,2017-02-18,2017-03-10,651.21,524.96,1245764.73,1004248.48,241516.25,126.25,20 days,20,2017,Online
Europe,Germany,Cereal,C,2010-02-19,2010-03-02,205.7,117.11,952185.3,542102.19,410083.11,88.58999999999999,11 days,11,2010,Offline
Europe,Romania,Meat,M,2010-02-19,2010-03-26,421.89,364.69,1349626.11,1166643.31,182982.8,57.19999999999999,35 days,35,2010,Online
Europe,Armenia,Household,L,2012-02-19,2012-03-06,668.27,502.54,2536752.92,1907641.84,629111.08,165.72999999999996,16 days,16,2012,Offline
Europe,San Marino,Vegetables,L,2012-02-19,2012-03-19,154.06,90.93,1112621.32,656696.46,455924.86,63.13,29 days,29,2012,Online
Europe,Malta,Personal Care,H,2014-02-19,2014-02-27,81.73,56.67,324876.75,225263.25,99613.5,25.06,8 days,8,2014,Offline
Europe,Ukraine,Beverages,M,2014-02-19,2014-04-02,47.45,31.79,161472.35,108181.37,53290.98,15.660000000000004,42 days,42,2014,Online
Europe,Norway,Snacks,M,2016-02-19,2016-03-13,152.58,97.44,502445.94,320869.92,181576.02,55.140000000000015,23 days,23,2016,Offline
Europe,Poland,Vegetables,L,2016-02-19,2016-03-19,154.06,90.93,914346.1,539669.55,374676.55,63.13,29 days,29,2016,Online
Europe,Estonia,Beverages,L,2016-02-19,2016-03-05,47.45,31.79,390133.9,261377.38,128756.52,15.660000000000004,15 days,15,2016,Offline
Europe,Spain,Snacks,M,2017-02-19,2017-03-27,152.58,97.44,739097.52,471999.36,267098.16,55.140000000000015,36 days,36,2017,Online
Europe,Slovakia,Household,L,2010-02-20,2010-04-11,668.27,502.54,516572.71,388463.42,128109.29,165.72999999999996,50 days,50,2010,Offline
Europe,Lithuania,Meat,C,2010-02-20,2010-03-26,421.89,364.69,1834377.72,1585672.12,248705.6,57.19999999999999,34 days,34,2010,Online
Europe,Slovakia,Office Supplies,H,2012-02-20,2012-03-10,651.21,524.96,5409601.47,4360842.72,1048758.75,126.25,19 days,19,2012,Offline
Europe,Latvia,Beverages,L,2016-02-20,2016-03-08,47.45,31.79,427714.3,286555.06,141159.24,15.660000000000004,17 days,17,2016,Online
Europe,Czech Republic,Household,L,2011-02-21,2011-02-27,668.27,502.54,6285079.35,4726388.7,1558690.65,165.72999999999996,6 days,6,2011,Offline
Europe,Slovenia,Cereal,M,2012-02-21,2012-03-25,205.7,117.11,1783007.6,1015109.48,767898.12,88.58999999999999,33 days,33,2012,Online
Europe,Luxembourg,Snacks,L,2013-02-21,2013-04-07,152.58,97.44,862839.9,551023.2,311816.7,55.140000000000015,45 days,45,2013,Offline
Europe,Serbia,Baby Food,L,2014-02-21,2014-03-14,255.28,159.42,1220238.4,762027.6,458210.8,95.86,21 days,21,2014,Online
Europe,Italy,Meat,M,2016-02-21,2016-04-02,421.89,364.69,98300.37,84972.77,13327.6,57.19999999999999,41 days,41,2016,Offline
Europe,Armenia,Clothes,C,2017-02-21,2017-02-28,109.28,35.84,594046.08,194826.24,399219.84,73.44,7 days,7,2017,Online
Europe,Italy,Household,M,2011-02-22,2011-03-02,668.27,502.54,132317.46,99502.92,32814.54,165.72999999999996,8 days,8,2011,Offline
Europe,Croatia,Beverages,L,2013-02-22,2013-03-21,47.45,31.79,79146.6,53025.72,26120.88,15.660000000000004,27 days,27,2013,Online
Europe,Georgia,Meat,C,2017-02-22,2017-03-12,421.89,364.69,490236.18,423769.78,66466.4,57.19999999999999,18 days,18,2017,Offline
Europe,Macedonia,Household,H,2017-02-22,2017-03-16,668.27,502.54,1539694.08,1157852.16,381841.92,165.72999999999996,22 days,22,2017,Online
Europe,Norway,Baby Food,L,2013-02-24,2013-03-17,255.28,159.42,611650.88,381970.32,229680.56,95.86,21 days,21,2013,Offline
Europe,Italy,Personal Care,C,2011-02-25,2011-03-28,81.73,56.67,18144.06,12580.74,5563.32,25.06,31 days,31,2011,Online
Europe,Serbia,Vegetables,M,2013-02-25,2013-02-28,154.06,90.93,458020.38,270334.89,187685.49,63.13,3 days,3,2013,Offline
Europe,Estonia,Fruits,L,2013-02-25,2013-03-12,9.33,6.92,89717.28,66542.72,23174.56,2.41,15 days,15,2013,Online
Europe,Macedonia,Beverages,M,2016-02-25,2016-03-21,47.45,31.79,222777.75,149254.05,73523.7,15.660000000000004,25 days,25,2016,Offline
Europe,Ukraine,Personal Care,M,2011-02-26,2011-03-28,81.73,56.67,521273.94,361441.26,159832.68,25.06,30 days,30,2011,Online
Europe,Germany,Cosmetics,M,2012-02-26,2012-03-18,437.2,263.33,4183566.8,2519804.77,1663762.03,173.87,21 days,21,2012,Offline
Europe,Georgia,Vegetables,C,2015-02-26,2015-04-01,154.06,90.93,618242.78,364902.09,253340.69,63.13,34 days,34,2015,Online
Europe,Andorra,Meat,L,2015-02-26,2015-02-26,421.89,364.69,758558.22,655712.62,102845.6,57.19999999999999,0 days,0,2015,Offline
Europe,Andorra,Cosmetics,L,2016-02-26,2016-03-16,437.2,263.33,3274190.8,1972078.37,1302112.43,173.87,19 days,19,2016,Online
Europe,France,Cereal,H,2016-02-26,2016-04-03,205.7,117.11,1849860.1,1053170.23,796689.87,88.58999999999999,37 days,37,2016,Offline
Europe,Switzerland,Cosmetics,L,2016-02-26,2016-03-28,437.2,263.33,963588.8,580379.32,383209.48,173.87,31 days,31,2016,Online
Europe,United Kingdom,Clothes,L,2017-02-26,2017-03-14,109.28,35.84,59885.44,19640.32,40245.12,73.44,16 days,16,2017,Offline
Europe,Ireland,Personal Care,H,2017-02-26,2017-04-17,81.73,56.67,272242.63,188767.77,83474.86,25.06,50 days,50,2017,Online
Europe,Estonia,Vegetables,L,2011-02-28,2011-04-08,154.06,90.93,1270378.76,749808.78,520569.98,63.13,39 days,39,2011,Offline
Europe,Armenia,Snacks,H,2011-02-28,2011-04-12,152.58,97.44,310805.46,198485.28,112320.18,55.140000000000015,43 days,43,2011,Online
Europe,Estonia,Beverages,H,2016-02-29,2016-03-19,47.45,31.79,468568.75,313926.25,154642.5,15.660000000000004,19 days,19,2016,Offline
Europe,Poland,Household,C,2011-03-13,2011-04-16,668.27,502.54,2048247.55,1540285.1,507962.45,165.72999999999996,34 days,34,2011,Online
Europe,France,Personal Care,C,2017-03-13,2017-04-13,81.73,56.67,650080.42,450753.18,199327.24,25.06,31 days,31,2017,Offline
Europe,Germany,Personal Care,C,2010-03-14,2010-03-16,81.73,56.67,492668.44,341606.76,151061.68,25.06,2 days,2,2010,Online
Europe,Germany,Vegetables,C,2011-03-14,2011-03-14,154.06,90.93,859500.74,507298.47,352202.27,63.13,0 days,0,2011,Offline
Europe,Macedonia,Clothes,C,2013-03-14,2013-04-29,109.28,35.84,347838.24,114078.72,233759.52,73.44,46 days,46,2013,Online
